freq[MHz],db:Trc1_S21,ang:Trc1_S21,db:Trc2_S31,ang:Trc2_S31,db:Trc3_S41,ang:Trc3_S41,db:Trc4_S11,ang:Trc4_S11,db:Mem5[Trc3]_S41,ang:Mem5[Trc3]_S41
279,-8.064680126392647E+000,-2.058726685773401E+001,-8.487637736033804E+000,1.566004159484814E+002,-8.594360067810291E+000,-2.025198207104219E+001,-4.843150871164519E+000,1.641182631590359E+002,-9.038838301148298E+000,1.505753670395294E+002
280,-8.031700833781086E+000,-2.077323387271098E+001,-8.535253995978650E+000,1.559459836552258E+002,-8.586690803446981E+000,-2.122188022221157E+001,-4.825905537351408E+000,1.644050590331335E+002,-9.026589943760062E+000,1.489939603560104E+002
281,-8.020477968974911E+000,-2.052023644281607E+001,-8.501868617437300E+000,1.546138455098586E+002,-8.649053742176800E+000,-2.319637323363148E+001,-4.816392147634942E+000,1.643965460193324E+002,-9.118242043480759E+000,1.465030540408788E+002
282,-8.047668258214854E+000,-2.096703057364051E+001,-8.478008781189343E+000,1.542970761737712E+002,-8.634345095600720E+000,-2.446653446055984E+001,-4.762018754765726E+000,1.646188967417820E+002,-9.090386360410863E+000,1.444913400026832E+002
283,-8.121553918557533E+000,-2.105869168031466E+001,-8.538135329005955E+000,1.529513392788475E+002,-8.632229490834158E+000,-2.578301789022903E+001,-4.833461271011398E+000,1.645341890696265E+002,-9.059180128154504E+000,1.427370559552669E+002
284,-8.156703891415884E+000,-2.112112266272476E+001,-8.564929406853800E+000,1.522202164134245E+002,-8.662853207174887E+000,-2.752902814633778E+001,-4.789598366935516E+000,1.642485725342446E+002,-9.102084528868241E+000,1.401925298334686E+002
285,-8.060333370805482E+000,-2.145980299442087E+001,-8.583573038980777E+000,1.517405008364370E+002,-8.678353891267923E+000,-2.816762235401673E+001,-4.753001266400653E+000,1.644800782358956E+002,-9.107939951553849E+000,1.389780467517539E+002
286,-8.129674353655931E+000,-2.205150352705358E+001,-8.578189701256608E+000,1.509314961649918E+002,-8.622332293663481E+000,-3.011286917779583E+001,-4.727278493225785E+000,1.644809439983124E+002,-9.073237316569498E+000,1.364165931940911E+002
287,-8.141206905027685E+000,-2.178624735426090E+001,-8.595870752673722E+000,1.498733127367819E+002,-8.636694840019141E+000,-3.175302910126887E+001,-4.715129524317504E+000,1.645485718471458E+002,-9.068936566436319E+000,1.340251132116724E+002
288,-8.133878579196752E+000,-2.205413044957543E+001,-8.628619420658083E+000,1.493204308769064E+002,-8.746688609327309E+000,-3.296410435231989E+001,-4.729940676188319E+000,1.645343829237744E+002,-9.177173553627824E+000,1.322928785934602E+002
289,-8.189033736253842E+000,-2.247246236882277E+001,-8.562571561406525E+000,1.486951298057611E+002,-8.645406828549238E+000,-3.417645803556289E+001,-4.687198632118495E+000,1.644033600147158E+002,-9.067841553602163E+000,1.304993744351528E+002
290,-8.238953498683490E+000,-2.238758430031921E+001,-8.603248685775332E+000,1.480085354824583E+002,-8.693879603631302E+000,-3.564970425168197E+001,-4.659317882121278E+000,1.644232267815993E+002,-9.082380742831576E+000,1.283064544484135E+002
291,-8.246352628329889E+000,-2.253351829415096E+001,-8.665803449222633E+000,1.473273437376465E+002,-8.687943362778572E+000,-3.731024835387615E+001,-4.645578953996288E+000,1.645265204424765E+002,-9.088675161074894E+000,1.261639748882326E+002
292,-8.251997789704189E+000,-2.257445160552351E+001,-8.701802247428388E+000,1.460877224328536E+002,-8.751120179290643E+000,-3.872104892939544E+001,-4.686933572031978E+000,1.642544029634391E+002,-9.145385290337755E+000,1.242072155623977E+002
293,-8.272130215755778E+000,-2.253543875041460E+001,-8.727052854216675E+000,1.452638787267198E+002,-8.738430038820948E+000,-3.982279064312686E+001,-4.608495749563138E+000,1.644109267738949E+002,-9.124690318644666E+000,1.223704555798742E+002
294,-8.362271946645386E+000,-2.318954351512199E+001,-8.695186175839732E+000,1.446755478010152E+002,-8.690747887175066E+000,-4.111608628895927E+001,-4.614847915544946E+000,1.640379031897493E+002,-9.059670799463678E+000,1.203015594508778E+002
295,-8.328944509778260E+000,-2.315709128318490E+001,-8.722016925287051E+000,1.435002246443106E+002,-8.727868667147726E+000,-4.268119346308770E+001,-4.589380566623255E+000,1.640416010355691E+002,-9.091299951546686E+000,1.182235017635794E+002
296,-8.374738380086621E+000,-2.318940233166988E+001,-8.720316252858522E+000,1.428181752954907E+002,-8.759005147343554E+000,-4.393879887028104E+001,-4.597354841377096E+000,1.642041073108226E+002,-9.098993843868364E+000,1.164046921932823E+002
297,-8.393605324832542E+000,-2.307412244783106E+001,-8.783350121977732E+000,1.417056250706248E+002,-8.721819979384797E+000,-4.546591609596194E+001,-4.540558587297654E+000,1.640812461778640E+002,-9.044925864414918E+000,1.141446294296158E+002
298,-8.408268778703892E+000,-2.321826961308572E+001,-8.849500282198161E+000,1.412528070794662E+002,-8.800991588175368E+000,-4.680832151944205E+001,-4.590121061403909E+000,1.643113898597998E+002,-9.135596138816279E+000,1.123117896386012E+002
299,-8.461789813321055E+000,-2.317355264584078E+001,-8.836587037101889E+000,1.406524215486590E+002,-8.788016389356512E+000,-4.849620504348022E+001,-4.512086958767491E+000,1.640637661178691E+002,-9.090310212154048E+000,1.099018658103377E+002
300,-8.526771737020050E+000,-2.330029059100565E+001,-8.833231398332087E+000,1.396537333698433E+002,-8.773418035155348E+000,-4.915115638722026E+001,-4.527256971146500E+000,1.640071842826340E+002,-9.085260628173382E+000,1.084884820714461E+002
301,-8.539610470468102E+000,-2.376289071051845E+001,-8.832500655021041E+000,1.395424655638308E+002,-8.800797300617505E+000,-5.062507005002470E+001,-4.474223261937642E+000,1.638804615540643E+002,-9.071804090391792E+000,1.065482687845815E+002
302,-8.548684302085476E+000,-2.319378965805937E+001,-8.864994203938922E+000,1.383902731686553E+002,-8.841277778092399E+000,-5.208960653214134E+001,-4.497663638173947E+000,1.638104393719545E+002,-9.122625793233913E+000,1.044198968805024E+002
303,-8.549340977928388E+000,-2.345187519118300E+001,-8.911658477133067E+000,1.379193177410152E+002,-8.800140133902723E+000,-5.339807945124763E+001,-4.474397721967409E+000,1.638073546969412E+002,-9.091274309937891E+000,1.023347997825245E+002
304,-8.575809781703208E+000,-2.340827894385810E+001,-8.921165588513883E+000,1.365011455939802E+002,-8.796341299418380E+000,-5.493569805031331E+001,-4.504437217067528E+000,1.634074971889824E+002,-9.060546114944600E+000,1.003283146453154E+002
305,-8.597545931767199E+000,-2.321443206429441E+001,-8.898398178731119E+000,1.364310220417565E+002,-8.833577010683991E+000,-5.625913602675636E+001,-4.444651508734952E+000,1.633472997446618E+002,-9.102178991362159E+000,9.818871035978177E+001
306,-8.619719485919363E+000,-2.403612531322061E+001,-8.964857420848567E+000,1.355412811059695E+002,-8.928933011952356E+000,-5.799307206685546E+001,-4.424799624564597E+000,1.633505585138749E+002,-9.134564901800552E+000,9.630627704989080E+001
307,-8.568127740815168E+000,-2.337278895975516E+001,-8.992915445435504E+000,1.348197214919632E+002,-8.814823955217165E+000,-5.908460867027468E+001,-4.420440400895280E+000,1.631606629706198E+002,-9.070619359030051E+000,9.418360349233339E+001
308,-8.679615116561763E+000,-2.359662419058855E+001,-9.004013185685741E+000,1.338223225442272E+002,-8.862412447056663E+000,-6.038482509411026E+001,-4.417191208155082E+000,1.627914285012487E+002,-9.050704987494779E+000,9.203719314082741E+001
309,-8.718602065328682E+000,-2.390714700024576E+001,-9.013894034019829E+000,1.335693941908073E+002,-8.849973736301896E+000,-6.182007490580167E+001,-4.399603074720456E+000,1.627551437003540E+002,-9.046537665814499E+000,8.994659067050411E+001
310,-8.698906093945100E+000,-2.334008895136274E+001,-9.056939580764690E+000,1.323229076892439E+002,-8.851740215086995E+000,-6.334959104509983E+001,-4.391142183125064E+000,1.626526366430019E+002,-9.045518696010481E+000,8.790523637590032E+001
311,-8.739382164156373E+000,-2.350924803846815E+001,-9.021170174100478E+000,1.319226148520019E+002,-8.885061214868868E+000,-6.445420365895592E+001,-4.370013987002044E+000,1.627320213306876E+002,-9.031517330243608E+000,8.611723784967828E+001
312,-8.763025619081756E+000,-2.325987592936805E+001,-9.041022573180181E+000,1.310150490348391E+002,-8.930483035726315E+000,-6.604282380233791E+001,-4.384281879581162E+000,1.623535010374104E+002,-9.099079403108592E+000,8.386533068822212E+001
313,-8.770378456154496E+000,-2.368921002596573E+001,-9.060522398228226E+000,1.308185736864661E+002,-8.936976760134167E+000,-6.739376701756672E+001,-4.346300068936324E+000,1.622411238485184E+002,-9.066394709175084E+000,8.189111250023699E+001
314,-8.782357443052236E+000,-2.316843418423612E+001,-9.143527088474535E+000,1.298474490628962E+002,-8.905178318396979E+000,-6.862003775659885E+001,-4.385594864735936E+000,1.622217850422343E+002,-9.043761700621538E+000,7.978354784140561E+001
315,-8.806327739425605E+000,-2.352369692789460E+001,-9.114842541802032E+000,1.292108365136816E+002,-8.923532616585273E+000,-6.994967415836786E+001,-4.368114297753394E+000,1.621160569879887E+002,-9.035195124818436E+000,7.799765030068414E+001
316,-8.805099740350785E+000,-2.326256167426811E+001,-9.133399200012773E+000,1.285608168096225E+002,-8.938418168013838E+000,-7.117741894094014E+001,-4.346972647763828E+000,1.621109950981889E+002,-9.048285468957962E+000,7.606759395702864E+001
317,-8.788632494899552E+000,-2.315853402255818E+001,-9.188130993233946E+000,1.278608360937700E+002,-8.903555202823299E+000,-7.270332313339382E+001,-4.329960133935678E+000,1.616791626998969E+002,-8.988438305269504E+000,7.364951458751868E+001
318,-8.797537840607628E+000,-2.338547467655034E+001,-9.169800596619867E+000,1.272147821354428E+002,-8.918749945191514E+000,-7.395254931742008E+001,-4.317385726431208E+000,1.616570686233823E+002,-8.992454408762526E+000,7.198945748620766E+001
319,-8.848811265591769E+000,-2.309161944017820E+001,-9.173865268910980E+000,1.266083493829859E+002,-8.964898998841498E+000,-7.544667733093357E+001,-4.329343086574847E+000,1.614166064916329E+002,-8.999034808583687E+000,6.954174502469822E+001
320,-8.843374397172124E+000,-2.273628974901151E+001,-9.242829363778265E+000,1.257109407293652E+002,-8.952483945850098E+000,-7.661237597444521E+001,-4.363861492707700E+000,1.613193053583164E+002,-8.985013284312043E+000,6.744314174602131E+001
321,-8.806103764905593E+000,-2.328776445511834E+001,-9.239790114819490E+000,1.250725823429299E+002,-8.949011388017915E+000,-7.799189237298602E+001,-4.310406485543465E+000,1.610675634015781E+002,-8.955938112254703E+000,6.563539036048867E+001
322,-8.835992862310359E+000,-2.290936261013869E+001,-9.181712368574175E+000,1.247408961442841E+002,-8.954506657654463E+000,-7.970978050818732E+001,-4.336349569034771E+000,1.612381230527473E+002,-8.988278753216752E+000,6.337746087229461E+001
323,-8.814022624014596E+000,-2.298393827603199E+001,-9.268791741776141E+000,1.236641792901117E+002,-9.031729016308900E+000,-8.117449188718362E+001,-4.313745138602681E+000,1.608723465611889E+002,-9.024063224342111E+000,6.118597779206328E+001
324,-8.807192726107751E+000,-2.289527884093883E+001,-9.257256085829084E+000,1.231183587180816E+002,-9.009823018030957E+000,-8.235853116595241E+001,-4.341682308381226E+000,1.608277935501943E+002,-9.007828128740766E+000,5.934815732260336E+001
325,-8.853014259105750E+000,-2.278633242447302E+001,-9.345383661984625E+000,1.222947235655815E+002,-8.953608524360167E+000,-8.404359594737397E+001,-4.363810341626534E+000,1.607482684328679E+002,-8.934982253223263E+000,5.687657305824999E+001
326,-8.813582745825661E+000,-2.279617454826963E+001,-9.294793930548554E+000,1.221767644278094E+002,-8.929918936653639E+000,-8.517540721148684E+001,-4.358709149426801E+000,1.605662786582518E+002,-8.919977381307376E+000,5.479081927942377E+001
327,-8.732510759115916E+000,-2.306001635270255E+001,-9.260217805307775E+000,1.215524353228608E+002,-8.968694678413195E+000,-8.681083468463416E+001,-4.314931960938623E+000,1.605540852624134E+002,-8.973913163953718E+000,5.295360912880611E+001
328,-8.802649540217161E+000,-2.311467485130070E+001,-9.321779588701352E+000,1.205198247942100E+002,-8.996059860059411E+000,-8.795464366145852E+001,-4.376994337904331E+000,1.603793177390099E+002,-8.991003447292217E+000,5.093542846324130E+001
329,-8.766583019007316E+000,-2.289848562205544E+001,-9.251756205537795E+000,1.203190205563466E+002,-8.985579916744850E+000,-8.907458690695664E+001,-4.350972323249335E+000,1.601639405267722E+002,-8.955255553546206E+000,4.892394585092281E+001
330,-8.788619348379676E+000,-2.250999692000480E+001,-9.269906993985543E+000,1.195702816876227E+002,-9.000280151620762E+000,-9.075396210979636E+001,-4.340874070974568E+000,1.601302954408215E+002,-8.928551860250581E+000,4.649769791018861E+001
331,-8.747538393152009E+000,-2.292378625855656E+001,-9.297913332913545E+000,1.188277073136865E+002,-9.048251631072164E+000,-9.196238224428727E+001,-4.355925548430410E+000,1.599620054223911E+002,-8.956333315231335E+000,4.486365974770922E+001
332,-8.775019538935364E+000,-2.286757251813216E+001,-9.324497703168737E+000,1.180648229217905E+002,-9.023606066980008E+000,-9.334341704054246E+001,-4.367443566909824E+000,1.601716778169399E+002,-8.928705492642601E+000,4.274523670311144E+001
333,-8.727340047617036E+000,-2.289125022298222E+001,-9.359375374822113E+000,1.176115120418493E+002,-9.021962778441260E+000,-9.492689432188136E+001,-4.379128251491486E+000,1.599545861682424E+002,-8.971994104092254E+000,4.018516344237575E+001
334,-8.738020325954047E+000,-2.246609585506560E+001,-9.349948342023446E+000,1.171854188374420E+002,-9.010864664497261E+000,-9.632072495747681E+001,-4.379946395501457E+000,1.600536814149922E+002,-8.914006602413405E+000,3.806907309591915E+001
335,-8.741148583849265E+000,-2.311564874060639E+001,-9.310937315590307E+000,1.160737676744652E+002,-9.056551844422659E+000,-9.799575074492529E+001,-4.396267158375084E+000,1.596427738974339E+002,-8.959084025207044E+000,3.611279848364882E+001
336,-8.747917656718196E+000,-2.318308462807328E+001,-9.325944729746658E+000,1.156644764442713E+002,-9.078031217954647E+000,-9.919570810789001E+001,-4.420017912830438E+000,1.599403984080931E+002,-8.958246790717899E+000,3.435967614313821E+001
337,-8.751025980269141E+000,-2.336185764081470E+001,-9.337585453643015E+000,1.151466293541783E+002,-9.097750283109860E+000,-1.002849367186034E+002,-4.392415195135707E+000,1.595806834541527E+002,-8.926542372299819E+000,3.225267834837236E+001
338,-8.757989800321521E+000,-2.294045745205277E+001,-9.314758945629263E+000,1.146786085479713E+002,-9.050286580518977E+000,-1.018916302162873E+002,-4.423355945133541E+000,1.597591181107171E+002,-8.915851373522694E+000,2.976659212354388E+001
339,-8.719442730232723E+000,-2.319306629913852E+001,-9.370075625265857E+000,1.135188464009953E+002,-9.081121506881043E+000,-1.031043353743751E+002,-4.463881383806283E+000,1.595259490735185E+002,-8.926054425375110E+000,2.793182249882708E+001
340,-8.690369138188636E+000,-2.349564252172795E+001,-9.332064479715077E+000,1.130935668457914E+002,-9.103702015725622E+000,-1.047569515352389E+002,-4.442250211441348E+000,1.594444007240158E+002,-8.964920996696888E+000,2.564441863940079E+001
341,-8.654490421150149E+000,-2.355717908256904E+001,-9.298503749687157E+000,1.125179633659668E+002,-9.142233295211529E+000,-1.063217904055291E+002,-4.435167894318875E+000,1.592936862049605E+002,-9.002226308140324E+000,2.355517184521654E+001
342,-8.655361064750140E+000,-2.353040504609360E+001,-9.321441115822974E+000,1.117791812613938E+002,-9.144620112602985E+000,-1.074674596063564E+002,-4.447647757185768E+000,1.593481373228206E+002,-8.955570505761806E+000,2.156598180302742E+001
343,-8.655529081676722E+000,-2.398814530515692E+001,-9.318654324971243E+000,1.111943275690747E+002,-9.124767291237026E+000,-1.087356812881963E+002,-4.457587396272831E+000,1.593659830426856E+002,-8.922798745591495E+000,1.969341025139700E+001
344,-8.638121559906457E+000,-2.388317215125021E+001,-9.296578972622740E+000,1.105014243383018E+002,-9.135282498130126E+000,-1.103712047696853E+002,-4.446467694132827E+000,1.593283351917587E+002,-8.925422454734607E+000,1.735824835838834E+001
345,-8.687107717058986E+000,-2.389640423069554E+001,-9.375439474630790E+000,1.098492888048519E+002,-9.193041996878465E+000,-1.116965519635117E+002,-4.400800592213567E+000,1.593134442121147E+002,-8.863388319770468E+000,1.524854654007829E+001
346,-8.680804364843411E+000,-2.425625431912094E+001,-9.318720426220700E+000,1.094041288776375E+002,-9.117382877616061E+000,-1.131933098049515E+002,-4.496786189745446E+000,1.594802111552523E+002,-8.921053447276179E+000,1.306223474771013E+001
347,-8.613852039342271E+000,-2.446160828331101E+001,-9.358868573861725E+000,1.083606286022490E+002,-9.156397424728135E+000,-1.142485862881434E+002,-4.447737328682800E+000,1.592239457728845E+002,-8.891760421171306E+000,1.116129288176509E+001
348,-8.582110495147468E+000,-2.448941939372547E+001,-9.346455994151565E+000,1.077076440914954E+002,-9.170819368720006E+000,-1.155793861331238E+002,-4.458717911591495E+000,1.593284037549339E+002,-8.905277303737812E+000,9.037994071187541E+000
349,-8.568957737914367E+000,-2.481437537173109E+001,-9.322701306176114E+000,1.070154711834338E+002,-9.251633848362301E+000,-1.172153397109294E+002,-4.428391660628038E+000,1.592424729467253E+002,-8.930484490961261E+000,7.140607373506072E+000
350,-8.633949548566646E+000,-2.481524606813218E+001,-9.297932122280862E+000,1.062576290142671E+002,-9.245593701524486E+000,-1.188919967047039E+002,-4.471446042123954E+000,1.593432648738950E+002,-8.960459048551398E+000,4.863712676626377E+000
351,-8.581811197697807E+000,-2.482841968603549E+001,-9.303007633005581E+000,1.059550814954325E+002,-9.209040690704342E+000,-1.201160685847972E+002,-4.451842396276467E+000,1.594427903089333E+002,-8.914613372539980E+000,2.702758461201993E+000
352,-8.613471592996692E+000,-2.523190273758744E+001,-9.280304675478742E+000,1.048472951107778E+002,-9.220761961335425E+000,-1.215063457914182E+002,-4.453453047233799E+000,1.593154158961380E+002,-8.880698471543067E+000,5.788321865164237E-001
353,-8.626647247898797E+000,-2.580217402015426E+001,-9.288434056041348E+000,1.046266535597095E+002,-9.254870204701239E+000,-1.230247652829971E+002,-4.477330630208746E+000,1.590578127774369E+002,-8.930993169789787E+000,-1.762228342761129E+000
354,-8.605879966741989E+000,-2.525372496804032E+001,-9.298917932082327E+000,1.037958513878376E+002,-9.308167922421159E+000,-1.237975843921526E+002,-4.441572270582516E+000,1.593560860518663E+002,-8.905253115874897E+000,-3.769878808645758E+000
355,-8.621759156955525E+000,-2.560291460263690E+001,-9.265565790814474E+000,1.027878499802037E+002,-9.359032997426827E+000,-1.258035529673040E+002,-4.455685241226514E+000,1.592218957258211E+002,-8.981060831633398E+000,-5.746605541608345E+000
356,-8.619076417203120E+000,-2.577285854458697E+001,-9.291478176665470E+000,1.023992290781175E+002,-9.321341139083504E+000,-1.263643516487173E+002,-4.482292636810001E+000,1.595880595919212E+002,-8.935439939691021E+000,-7.309368176676560E+000
357,-8.639466371663726E+000,-2.613046072231262E+001,-9.310088816259817E+000,1.017976846293545E+002,-9.332196034040150E+000,-1.285205896352377E+002,-4.454504050003158E+000,1.594317137358073E+002,-8.923118971249473E+000,-1.006733454288717E+001
358,-8.615414223238014E+000,-2.606243216063056E+001,-9.291668662921421E+000,1.008342367231444E+002,-9.385293987910080E+000,-1.297055713784244E+002,-4.444342078910233E+000,1.597308934611050E+002,-8.984483347406712E+000,-1.185981574474075E+001
359,-8.597236094935157E+000,-2.617756778654543E+001,-9.260095718038631E+000,1.004928283615632E+002,-9.369927301959745E+000,-1.309075797895866E+002,-4.458255872165828E+000,1.596589853479507E+002,-9.019987613550907E+000,-1.422425445701279E+001
360,-8.664143277714809E+000,-2.635485230862436E+001,-9.263663910175580E+000,9.936638782270708E+001,-9.396135800493298E+000,-1.326200535168800E+002,-4.433235541876307E+000,1.593833293975017E+002,-8.945306547878712E+000,-1.664600452825103E+001
361,-8.660353375088311E+000,-2.721944566048906E+001,-9.296518661625303E+000,9.876412246199888E+001,-9.398307963242987E+000,-1.338889126615085E+002,-4.424227826928355E+000,1.594813018111790E+002,-8.989067613797543E+000,-1.820060019469597E+001
362,-8.646821963969584E+000,-2.701838541712755E+001,-9.303049130478483E+000,9.794500087832550E+001,-9.463525698355747E+000,-1.350092519377863E+002,-4.382208199825713E+000,1.595049399990432E+002,-8.964244312298515E+000,-2.017948292596114E+001
363,-8.693768183178776E+000,-2.731837296257523E+001,-9.272721072647173E+000,9.721707091099242E+001,-9.510935231735115E+000,-1.364515247811771E+002,-4.390517787871648E+000,1.593551876390468E+002,-8.978654495833402E+000,-2.220633522093938E+001
364,-8.695544405754630E+000,-2.726251586399635E+001,-9.228500003624866E+000,9.680952420853508E+001,-9.470029521811924E+000,-1.375701411437257E+002,-4.388848357029910E+000,1.596402489638739E+002,-8.960063569979631E+000,-2.454455261908991E+001
365,-8.731152488729148E+000,-2.761594928374485E+001,-9.307923860805682E+000,9.577912163481905E+001,-9.508346233445197E+000,-1.389712468232235E+002,-4.373589188255765E+000,1.592651212141350E+002,-8.964244477081284E+000,-2.693951801252569E+001
366,-8.739982626495520E+000,-2.774633036129021E+001,-9.268285815013146E+000,9.532308780559751E+001,-9.584612736969833E+000,-1.403798951424027E+002,-4.379831253087652E+000,1.595077499015603E+002,-9.052044069588181E+000,-2.888738346098095E+001
367,-8.744382099956212E+000,-2.830847059033815E+001,-9.230408731837141E+000,9.442654756911431E+001,-9.545174030902986E+000,-1.416508029914484E+002,-4.341359486090463E+000,1.590885508693336E+002,-8.972366849676289E+000,-3.085133064921262E+001
368,-8.764182832273429E+000,-2.809088145022395E+001,-9.239408011120988E+000,9.364348399408360E+001,-9.553447444035493E+000,-1.431293760669960E+002,-4.338270344382309E+000,1.594195708908734E+002,-8.980686370513338E+000,-3.312564294177399E+001
369,-8.810323251004805E+000,-2.823691633249489E+001,-9.303861543000012E+000,9.294454555003689E+001,-9.628580464915771E+000,-1.443900665534951E+002,-4.332024117234982E+000,1.594227568825446E+002,-9.028931615637891E+000,-3.491604017609924E+001
370,-8.833867013131350E+000,-2.895235973665125E+001,-9.230523847249060E+000,9.218284279103357E+001,-9.537460455804949E+000,-1.458277120313653E+002,-4.305301902619148E+000,1.592448139804026E+002,-8.969337183225417E+000,-3.725076981834073E+001
371,-8.812906837837550E+000,-2.883548033378658E+001,-9.242372788149087E+000,9.144970166348382E+001,-9.604624725657299E+000,-1.473101130330448E+002,-4.282975903100712E+000,1.592706716605782E+002,-9.024355635357448E+000,-3.951748886110391E+001
372,-8.904863986931263E+000,-2.878593199622792E+001,-9.244620066328135E+000,9.099225706864797E+001,-9.629992978598400E+000,-1.482811099064811E+002,-4.300489814670815E+000,1.594600420024277E+002,-9.008964665824577E+000,-4.132758345482011E+001
373,-8.918453562590617E+000,-2.882025869775709E+001,-9.233815230953244E+000,9.017224158679511E+001,-9.684980101583985E+000,-1.496616105754713E+002,-4.240399639101962E+000,1.591686571969564E+002,-9.023090295063634E+000,-4.348398134447847E+001
374,-8.928984384647077E+000,-2.921406521551273E+001,-9.218412207295064E+000,8.938700822543183E+001,-9.688926866280983E+000,-1.508292813393823E+002,-4.249662420706315E+000,1.591580609779588E+002,-9.060911569108708E+000,-4.548519697969256E+001
375,-8.989478671632856E+000,-2.928337310229046E+001,-9.251608701115131E+000,8.922452339092995E+001,-9.707125703293489E+000,-1.523202828672618E+002,-4.234842990430663E+000,1.591536421458276E+002,-9.050610838650940E+000,-4.779966276823355E+001
376,-9.070464011708797E+000,-2.967881252858575E+001,-9.188788996818087E+000,8.805747147233302E+001,-9.697047718775570E+000,-1.536955833223166E+002,-4.224549153412857E+000,1.589977268437120E+002,-9.045349002121865E+000,-4.967779967932433E+001
377,-9.039599844695847E+000,-2.920137240591282E+001,-9.201683158735255E+000,8.732696288552013E+001,-9.711326769503792E+000,-1.549455488753671E+002,-4.176368003662108E+000,1.590396553475584E+002,-9.040540445459667E+000,-5.196216577237485E+001
378,-9.101423233564068E+000,-2.954357140032343E+001,-9.212536229911354E+000,8.700184591321073E+001,-9.714487109681823E+000,-1.557715744913756E+002,-4.214696568682699E+000,1.591228963338073E+002,-9.054647225848211E+000,-5.381805025914125E+001
379,-9.143378698986302E+000,-2.962548368569247E+001,-9.212110654083286E+000,8.628829974635751E+001,-9.750001163298931E+000,-1.574373017399429E+002,-4.156412146880203E+000,1.588039298842116E+002,-9.051727137422295E+000,-5.619170603091740E+001
380,-9.079842476832019E+000,-2.993305946986050E+001,-9.198530785404728E+000,8.502101909013572E+001,-9.748456392102492E+000,-1.586671422362383E+002,-4.116857694020887E+000,1.587784642301887E+002,-9.097040707656404E+000,-5.808540414387661E+001
381,-9.180735574651681E+000,-3.008828779778768E+001,-9.199658302105208E+000,8.440977330561671E+001,-9.777490995702060E+000,-1.597808338669204E+002,-4.130651639836753E+000,1.585957450182079E+002,-9.077905112359314E+000,-6.012277356915816E+001
382,-9.218553534710816E+000,-2.987385691300953E+001,-9.208410496937583E+000,8.385534790940906E+001,-9.814148064883876E+000,-1.612222025706984E+002,-4.127651220809706E+000,1.586276114328348E+002,-9.106904052696654E+000,-6.243208202670226E+001
383,-9.231220862067252E+000,-3.001351928280414E+001,-9.225580505022057E+000,8.309775445730467E+001,-9.857128373553017E+000,-1.621129567977535E+002,-4.129749471902126E+000,1.585453329632999E+002,-9.151556558305950E+000,-6.408960173167498E+001
384,-9.311190079325151E+000,-3.021678954556884E+001,-9.217626447255455E+000,8.235529558485521E+001,-9.830345385072114E+000,-1.634487380386022E+002,-4.087313492815333E+000,1.585230804743836E+002,-9.115069272645640E+000,-6.599853769456578E+001
385,-9.297744493335213E+000,-3.001306270871742E+001,-9.219166384296722E+000,8.137313466139840E+001,-9.851962942227216E+000,-1.648416126144816E+002,-4.061969600664375E+000,1.584067886131757E+002,-9.161387942627149E+000,-6.838868760422943E+001
386,-9.299605639268162E+000,-3.001271114545826E+001,-9.195740936207798E+000,8.077134750575441E+001,-9.915973755676200E+000,-1.661544241415627E+002,-4.047481155376127E+000,1.582847585524918E+002,-9.215972626961531E+000,-7.063883269224108E+001
387,-9.394862641393978E+000,-3.029985272489843E+001,-9.192347597177548E+000,8.012232693118858E+001,-9.838899636696972E+000,-1.671983959338283E+002,-4.028153169929097E+000,1.584017674580593E+002,-9.170441266356900E+000,-7.220274803976054E+001
388,-9.430307294234163E+000,-3.038171492246245E+001,-9.215622511945538E+000,7.941492284366657E+001,-9.878673578342895E+000,-1.688406115473323E+002,-3.996829030426835E+000,1.579896172646724E+002,-9.186839359796045E+000,-7.453832553007470E+001
389,-9.447365995076963E+000,-3.009788303442581E+001,-9.175454005237681E+000,7.872970540671339E+001,-9.901467363538586E+000,-1.698997140039027E+002,-3.969413370993953E+000,1.580760955985122E+002,-9.229281571892100E+000,-7.650289581119490E+001
390,-9.504891828802016E+000,-3.015330509141482E+001,-9.183126720728049E+000,7.788990796158750E+001,-9.890682714487154E+000,-1.710410516676085E+002,-3.993852007388955E+000,1.580474093988927E+002,-9.216161304644349E+000,-7.857132984693135E+001
391,-9.512378749845775E+000,-3.020308784787915E+001,-9.224102224487186E+000,7.720019352810375E+001,-9.972488219175487E+000,-1.723249123181057E+002,-3.969792454215252E+000,1.578214754534028E+002,-9.271859032202737E+000,-8.061117286562397E+001
392,-9.545437622979762E+000,-3.002346402656145E+001,-9.196346359745203E+000,7.624427607012889E+001,-9.969378698972060E+000,-1.738205982779006E+002,-3.940419279693883E+000,1.575873443141304E+002,-9.294998875468473E+000,-8.270467477344916E+001
393,-9.551007695706916E+000,-3.000828283234127E+001,-9.201719255757006E+000,7.583888749492760E+001,-9.965298425710072E+000,-1.747128369875602E+002,-3.904671467438685E+000,1.576011285534919E+002,-9.273843380636858E+000,-8.457613028706180E+001
394,-9.589127584603551E+000,-3.012071060551958E+001,-9.124144329330054E+000,7.485242210013935E+001,-1.000005563843774E+001,-1.760751893638463E+002,-3.905341565648338E+000,1.572588321838962E+002,-9.293322442214251E+000,-8.653787941821133E+001
